level_0,level_1,level_2,epoch_signal
9,1,19,1.4888354275108934e-05
9,1,20,1.4025034242682666e-05
9,1,21,1.1745840486077075e-05
9,1,22,8.97265867661921e-06
9,1,23,6.8220209066312135e-06
9,1,24,6.095039589000523e-06
9,2,0,-7.176100296031314e-06
9,2,1,-5.415599742927211e-06
9,2,2,-3.821929260646801e-06
9,2,3,-2.8073466146411795e-06
9,2,4,-2.3142120316297672e-06
9,2,5,-2.081066699334948e-06
9,2,6,-2.0302599598506083e-06
9,2,7,-1.8139830260409303e-06
9,2,8,-8.17922421811855e-07
9,2,9,1.6949989256053068e-06
9,2,10,5.630164461985817e-06
9,2,11,9.922426545535049e-06
9,2,12,1.284534538213678e-05
9,2,13,1.3365863032037211e-05
9,2,14,1.1744228133845746e-05
9,2,15,9.499929870477762e-06
9,2,16,8.071442545990533e-06
9,2,17,7.981463687218183e-06
9,2,18,8.381988425144751e-06
9,2,19,8.003085650782444e-06
9,2,20,5.96757208565823e-06
9,2,21,2.6485810334582775e-06
9,2,22,-7.955375740803787e-07
9,2,23,-3.013679133233489e-06
9,2,24,-3.5768255280369963e-06
10,0,0,7.572432627118118e-06
10,0,1,8.865969125745356e-06
10,0,2,9.057648411181171e-06
10,0,3,7.881646278413328e-06
10,0,4,6.045737699472161e-06
10,0,5,4.641412011592268e-06
10,0,6,4.441588382879657e-06
10,0,7,5.123679587947086e-06
10,0,8,5.616218633818903e-06
10,0,9,4.805699862787683e-06
10,0,10,2.5821446272910698e-06
10,0,11,-2.211862271214296e-07
10,0,12,-2.40490557134942e-06
10,0,13,-3.545241323158946e-06
10,0,14,-4.080826390109231e-06
10,0,15,-4.919051280552353e-06
10,0,16,-6.333855075148567e-06
10,0,17,-7.823023159446538e-06
10,0,18,-8.417023616770632e-06
10,0,19,-7.73907388683891e-06
10,0,20,-6.1386520433876954e-06
10,0,21,-4.484718077471934e-06
10,0,22,-3.170891115543672e-06
