level_0,level_1,level_2,epoch_signal
2,1,8,-1.3238784064837305e-05
2,1,9,-1.46998938733696e-05
2,1,10,-1.5700941964718576e-05
2,1,11,-1.4587614204177469e-05
2,1,12,-1.2275579684795134e-05
2,1,13,-1.0677116529162845e-05
2,1,14,-1.1531027293062242e-05
2,1,15,-1.4056101126966639e-05
2,1,16,-1.647134947221874e-05
2,1,17,-1.698960720965053e-05
2,1,18,-1.614915987792104e-05
2,1,19,-1.533841446080676e-05
2,1,20,-1.607223699768613e-05
2,1,21,-1.775213631012866e-05
2,1,22,-1.9153287861452067e-05
2,1,23,-1.8833035127100123e-05
2,1,24,-1.7270096835048446e-05
2,2,0,2.365220315143023e-06
2,2,1,-1.6362969534466982e-07
2,2,2,-2.589846592338332e-06
2,2,3,-3.998080924706807e-06
2,2,4,-3.533121032784633e-06
2,2,5,-1.4084257810060514e-06
2,2,6,1.0846487546322214e-06
2,2,7,2.250909926150514e-06
2,2,8,1.5293612023534056e-06
2,2,9,-1.769942881763876e-07
2,2,10,-1.0873946101272604e-06
2,2,11,-2.406980037845606e-07
2,2,12,1.9394547341799133e-06
2,2,13,3.9930375946113845e-06
2,2,14,4.955403420526025e-06
2,2,15,4.896074169862257e-06
2,2,16,4.7381596938339565e-06
2,2,17,4.981751482429004e-06
2,2,18,5.441311886125234e-06
2,2,19,5.413554471211387e-06
2,2,20,4.749118741355742e-06
2,2,21,3.9034309010765455e-06
2,2,22,3.732882815856602e-06
2,2,23,4.568915460237904e-06
2,2,24,6.227084761143992e-06
3,0,0,-3.2642471100929687e-06
3,0,1,-4.358928409980474e-06
3,0,2,-6.31727535028607e-06
3,0,3,-7.297531664846935e-06
3,0,4,-5.758397396080528e-06
3,0,5,-2.060731125096043e-06
3,0,6,1.9345483739886186e-06
3,0,7,4.162186149363385e-06
3,0,8,4.0396335554627105e-06
3,0,9,2.3742736074383158e-06
3,0,10,5.038587989977008e-07
3,0,11,-1.0510301919749312e-06
3,0,12,-2.4660110651922193e-06
3,0,13,-4.09151622719528e-06
