level_0,level_1,level_2,signal
0,0,0,-1.4626578594872499e-06
0,0,1,-1.4228021639712009e-06
0,0,2,-2.1765538219011953e-06
0,0,3,-2.569455902719678e-06
0,0,4,-1.8467497559478466e-06
0,0,5,2.7381902735783194e-07
0,0,6,2.679373068439279e-06
0,0,7,4.052455611959369e-06
0,0,8,3.38094510461215e-06
0,0,9,1.1814985731304408e-06
0,0,10,-1.2181508463601705e-06
0,0,11,-2.209637783564817e-06
0,0,12,-1.3356180005601027e-06
0,0,13,7.666097304173796e-07
0,0,14,2.494785477096743e-06
0,0,15,2.614930456587008e-06
0,0,16,7.506424138214471e-07
0,0,17,-2.0159383284673214e-06
0,0,18,-3.9532908565622314e-06
0,0,19,-3.390624674968416e-06
0,0,20,-3.576181537566442e-08
0,0,21,4.896091632160791e-06
0,0,22,9.050071228808851e-06
0,0,23,1.0517526400071029e-05
0,0,24,8.786650272632392e-06
0,0,25,5.09982063118101e-06
0,0,26,1.32099396218397e-06
0,0,27,-1.1344008440446697e-06
0,0,28,-2.0512078059318703e-06
0,0,29,-1.8985995039717216e-06
0,0,30,-1.194264604752635e-06
0,0,31,-1.798013356127422e-08
0,0,32,1.6123493209458783e-06
0,0,33,3.479326603160449e-06
0,0,34,5.013127958714074e-06
0,0,35,5.679240433026893e-06
0,0,36,5.1686708363226914e-06
0,0,37,3.5010515215264852e-06
0,0,38,8.728391679147505e-07
0,0,39,-2.143507695217731e-06
0,0,40,-4.564072582777739e-06
0,0,41,-5.2924527032806e-06
0,0,42,-3.980073293141249e-06
0,0,43,-1.6650523569116716e-06
0,0,44,-3.827588045816084e-07
0,0,45,-1.7021328202533766e-06
0,0,46,-5.302024589462571e-06
0,0,47,-8.9407848886238e-06
0,0,48,-1.0052157599324844e-05
0,0,49,-7.761015992542965e-06
0,0,50,-3.522649838228148e-06
0,0,51,7.275199999818938e-08
0,0,52,1.377477858630843e-06
0,0,53,6.857501477819189e-07
0,0,54,-3.727932208747407e-07
0,0,55,-5.033864529172966e-07
0,0,56,2.8829447703484824e-07
0,0,57,9.65266932157586e-07
0,0,58,7.611879140961742e-07
0,0,59,-7.97368568841272e-08
0,0,60,-4.085278366740749e-07
0,0,61,6.996834703964976e-07
0,0,62,3.149001396735219e-06
0,0,63,5.659727769606414e-06
0,0,64,6.874341591018684e-06
0,0,65,6.355130703125233e-06
0,0,66,5.135511386597698e-06
0,0,67,4.788691584015325e-06
0,0,68,6.2307292883672445e-06
0,0,69,8.70007947245731e-06
0,0,70,1.0459347114525318e-05
0,0,71,1.0149726009597642e-05
0,0,72,8.231214574025414e-06
0,0,73,6.506111191443892e-06
0,0,74,6.68583316795838e-06
0,0,75,8.609549096089586e-06
0,0,76,1.0487432311334568e-05
0,0,77,1.034372705314274e-05
0,0,78,7.97385303544034e-06
0,0,79,4.865643204283239e-06
0,1,0,5.424137806466272e-07
0,1,1,1.5827910382835835e-07
0,1,2,-8.668817956304257e-07
0,1,3,-2.0509040346969516e-06
0,1,4,-3.0183231951488838e-06
0,1,5,-3.2174630657345134e-06
0,1,6,-2.716243984198573e-06
0,1,7,-1.668976644709358e-06
0,1,8,-7.148530691776182e-07
0,1,9,-2.72028641535978e-07
0,1,10,-7.594598286623201e-07
0,1,11,-1.915041349435375e-06
0,1,12,-3.1725554908727176e-06
0,1,13,-3.5883957560074807e-06
0,1,14,-2.859689672598647e-06
0,1,15,-1.3285727816467771e-06
0,1,16,-3.2351562622396154e-08
0,1,17,5.035183751257545e-07
0,1,18,5.739310012388936e-07
0,1,19,1.3393360149563532e-06
0,1,20,3.4818342619895445e-06
0,1,21,6.5943168993192434e-06
0,1,22,9.044302121930599e-06
0,1,23,9.345206629506595e-06
0,1,24,7.092856791322778e-06
0,1,25,3.3827368092013413e-06
0,1,26,-2.4087606011245344e-07
0,1,27,-2.6857027878600582e-06
0,1,28,-3.886797697924787e-06
0,1,29,-4.2023145113950886e-06
0,1,30,-3.902438460443182e-06
0,1,31,-2.8445389458328695e-06
0,1,32,-9.282556813637174e-07
0,1,33,1.6728823788148516e-06
0,1,34,4.379085359457289e-06
0,1,35,6.525222949593855e-06
0,1,36,7.481598843313362e-06
0,1,37,6.816407505248225e-06
0,1,38,4.416065778380308e-06
0,1,39,8.880906666949861e-07
0,1,40,-2.383370009783115e-06
0,1,41,-3.81827709366794e-06
0,1,42,-2.809482653929593e-06
0,1,43,-4.659650200068161e-07
0,1,44,9.950125934686058e-07
0,1,45,-4.688022910894293e-08
0,1,46,-3.1283369492072523e-06
0,1,47,-5.930682252408857e-06
0,1,48,-6.127980396195953e-06
0,1,49,-3.420791523282103e-06
0,1,50,2.299208324684722e-07
0,1,51,2.22684633307349e-06
0,1,52,1.5698664589951401e-06
0,1,53,-5.584390320559259e-07
0,1,54,-2.0146273827846513e-06
0,1,55,-1.7626145826204055e-06
0,1,56,-5.532509104018234e-07
0,1,57,9.114405477385598e-11
0,1,58,-6.886746735137837e-07
0,1,59,-1.5941939874385515e-06
0,1,60,-8.576685232147073e-07
0,1,61,2.317774886227583e-06
0,1,62,6.8229711467097855e-06
0,1,63,1.0113664180337102e-05
0,1,64,1.0200146213827969e-05
0,1,65,7.0103052301936615e-06
0,1,66,2.694334984102155e-06
0,1,67,9.501752060192942e-09
0,1,68,6.359612693082356e-07
0,1,69,3.916379923035463e-06
0,1,70,7.626995761675695e-06
0,1,71,9.434267990010125e-06
0,1,72,8.75206837317263e-06
0,1,73,6.802253584690444e-06
0,1,74,5.713578224105062e-06
0,1,75,6.568583292045939e-06
0,1,76,8.83192710234861e-06
0,1,77,1.068565486555032e-05
0,1,78,1.0761601312258857e-05
0,1,79,8.91847461945898e-06
0,2,0,1.8584189369433583e-06
0,2,1,1.9580133376440154e-06
