level_0,level_1,level_2,signal
0,0,0,-1.3744561533886456e-06
0,0,1,1.142548734350856e-06
0,0,2,9.239823294942892e-07
0,0,3,-1.737493429088401e-06
0,0,4,-4.7836995494218465e-06
0,0,5,-5.525491078996897e-06
0,0,6,-3.189851897570891e-06
0,0,7,8.906729040907382e-07
0,0,8,4.162476096278631e-06
0,0,9,5.01627662941853e-06
0,0,10,3.5555651795715485e-06
0,0,11,1.3444897577102164e-06
0,0,12,-9.177806100860082e-08
0,0,13,-1.2736868674147311e-07
0,0,14,7.596576892376392e-07
0,0,15,1.856367116865584e-06
0,0,16,2.7745815218247508e-06
0,0,17,3.728682405463343e-06
0,0,18,5.035997385229875e-06
0,0,19,6.697082526193297e-06
0,0,20,8.148491300294044e-06
0,0,21,8.73637631515229e-06
0,0,22,8.191425999219356e-06
0,0,23,6.953581136192471e-06
0,0,24,5.755933756795655e-06
0,0,25,5.042130653792144e-06
0,0,26,4.471928398987142e-06
0,0,27,3.335872001712165e-06
0,0,28,1.269088007386688e-06
0,0,29,-1.1723897107080418e-06
0,0,30,-2.933358926438952e-06
0,0,31,-3.344918199948678e-06
0,0,32,-2.8868208094515207e-06
0,0,33,-2.748520132656043e-06
0,0,34,-3.7607486425405158e-06
0,0,35,-5.477665481290451e-06
0,0,36,-6.603317259022104e-06
0,0,37,-6.141518043134629e-06
0,0,38,-4.42399802748949e-06
0,0,39,-2.740852000812191e-06
0,0,40,-2.2009637505658152e-06
0,0,41,-2.698836437246187e-06
0,0,42,-3.2587803192580904e-06
0,0,43,-3.065634928341171e-06
0,0,44,-2.332540896728778e-06
0,0,45,-1.9110872302110262e-06
0,0,46,-2.3746110299777015e-06
0,0,47,-3.3823300831646477e-06
0,0,48,-4.143158428525118e-06
0,0,49,-4.149241129181215e-06
0,0,50,-3.6072521280413803e-06
0,0,51,-2.9588749825763507e-06
0,0,52,-2.4937220958755845e-06
0,0,53,-2.2434335157926527e-06
0,0,54,-2.46083203848527e-06
0,0,55,-3.599468672267625e-06
0,0,56,-5.84730159589725e-06
0,0,57,-8.420801294020208e-06
0,0,58,-9.883086169724703e-06
0,0,59,-9.199896295041161e-06
0,0,60,-6.931118799511249e-06
0,0,61,-4.919335406701421e-06
0,0,62,-4.882749708484853e-06
0,0,63,-6.750761631887578e-06
0,0,64,-8.741384356852758e-06
0,0,65,-8.841642688695603e-06
0,0,66,-6.720721385238264e-06
0,0,67,-3.988107405658548e-06
0,0,68,-2.9240517032191405e-06
0,0,69,-4.440411860515912e-06
0,0,70,-7.4195305583649195e-06
0,0,71,-9.559039023420421e-06
0,0,72,-9.27600426801114e-06
0,0,73,-6.687927916186717e-06
0,0,74,-3.4443005064817213e-06
0,0,75,-1.3159044297570089e-06
0,0,76,-1.18089676047731e-06
0,0,77,-2.628470286313001e-06
0,0,78,-4.567161226830984e-06
0,0,79,-5.818463701261597e-06
0,1,0,9.601110975658776e-07
0,1,1,4.032097118453638e-06
0,1,2,4.630641775173384e-06
0,1,3,2.875872675866319e-06
0,1,4,4.610240080668675e-07
0,1,5,-3.2832736485881057e-07
0,1,6,1.3430178314629337e-06
0,1,7,4.540682561486885e-06
0,1,8,7.262105026695578e-06
0,1,9,8.019603530004299e-06
0,1,10,6.687292725077534e-06
0,1,11,4.412134578422785e-06
0,1,12,2.593378887913713e-06
0,1,13,1.9281260680058195e-06
0,1,14,2.146595793574147e-06
0,1,15,2.566582445116079e-06
0,1,16,2.8620241636339444e-06
0,1,17,3.365527350197953e-06
0,1,18,4.630476610933081e-06
0,1,19,6.642958859482166e-06
0,1,20,8.494822522315344e-06
0,1,21,9.00486424828677e-06
0,1,22,7.824860338771496e-06
0,1,23,5.903666985182716e-06
0,1,24,4.75974382241806e-06
0,1,25,5.086160384354708e-06
0,1,26,5.994618275704692e-06
0,1,27,5.814575793252523e-06
0,1,28,3.6933263441018952e-06
0,1,29,4.754262206819322e-07
